sigma,overcommission,consumption,cost
606,3942338241142,190.751299920334,7088.67440633374
607,3901404935203,190.791388094853,7088.50779740812
608,3900019894671,190.78957516785,7087.88181423671
609,3874527152565,190.822800995623,7090.49720144716
610,3891425898060,190.799088807029,7087.95282733522
611,3917759415269,190.771968110445,7087.63353640599
612,3896058778482,190.791491302942,7087.92514983099
613,3914208950341,190.780726994574,7087.68500019077
614,3908805806690,190.781694288878,7089.06860138046
615,3895210780707,190.794596064643,7089.63117245269
616,3916212974790,190.77443140955,7087.46432723639
617,3907999017527,190.780714539496,7089.63074700845
618,3899104646243,190.789066453445,7088.39600224528
619,3922439048806,190.770553870031,7088.9774403659
620,3902616667154,190.785143634072,7089.6804138062
621,3894255003798,190.794169483328,7090.13904743521
622,3920370144437,190.77110237942,7086.80141407924
623,3926529678927,190.762011841199,7090.28783122817
624,3927263388109,190.762953324399,7088.34676425088
625,3912245175136,190.781485546272,7090.00057872728
626,3896053373512,190.795804162449,7089.83101128047
627,3923441203854,190.766186793738,7089.63567381608
628,3905229220998,190.788895126302,7091.16974115393
629,3918853902951,190.772834005952,7088.96870553397
630,3908379654397,190.784649814294,7088.33561039886
631,3935242882158,190.756967125045,7088.062414068
632,3889494482912,190.800120673318,7088.95311043403
633,3911310428809,190.777098748193,7090.23940772351
634,3916056785570,190.778990771778,7088.96240854309
635,3911790482837,190.784145669981,7088.72002960054
636,3910188990366,190.780647477297,7089.24568534193
637,3909389351010,190.782428406209,7090.28898233918
638,3914870016111,190.77598752509,7088.63918445087
639,3910048957669,190.781437740678,7091.26102188351
640,3937236007008,190.757359575605,7087.45176559764
641,3916053764497,190.776727379602,7089.33799941263
642,3928100484277,190.762629401452,7087.84202987466
643,3904636386782,190.785124526165,7091.3727605547
644,3911570235866,190.777102188632,7090.57341860472
645,3909388147185,190.786400214097,7091.09740275724
646,3914947032392,190.77858556698,7090.44860163017
647,3891624372786,190.798801769145,7090.18292855059
648,3940634875744,190.749570172554,7088.6257828695
649,3907829639047,190.782989830467,7089.52506587403
650,3906298729262,190.782973930532,7090.21224665539
651,3900019907257,190.792429205269,7090.14339016704
652,3903024589178,190.787882875057,7090.24110768255
653,3895164437308,190.79468507733,7090.70282553905
654,3886568720909,190.801764643376,7091.3369179431
655,3929731528576,190.763293269704,7088.89028231513
656,3915839936582,190.776079266349,7089.84461506266
657,3911871089976,190.781156835574,7090.52911465504
658,3890572302492,190.802306341733,7091.4345256713
659,3910336210825,190.782770818641,7090.57440111271
660,3908595276743,190.784579905247,7089.59991587855
661,3903298565446,190.787126865392,7089.83028406743
662,3907160747700,190.781309166491,7090.54529849861
663,3915590165878,190.777730094657,7090.95024718142
664,3918515362103,190.774103350324,7089.45489002527
665,3916615601732,190.774404623029,7090.07001704544
666,3911509950304,190.782407703552,7089.49662648035
667,3927815949439,190.767603292904,7089.29905369946
668,3913106554411,190.778235085336,7090.63228313966
669,3911790798555,190.777757948237,7091.6712256719
670,3888244569567,190.803900018789,7090.71332751636
671,3933429755552,190.759687872735,7090.46809954142
672,3918763843965,190.772434962342,7089.72968984243
673,3903509220993,190.789734785628,7090.40769310138
674,3891299414161,190.801906483888,7090.27036483868
675,3894932791049,190.79321963544,7092.02735476111
676,3921865950213,190.775334354452,7089.95947583648
677,3893259604318,190.800188707946,7090.73013625749
678,3884845101511,190.80833000885,7090.76047365799
679,3888922951764,190.806918114566,7090.5034974133
680,3918821621814,190.776691072958,7090.9596272745
681,3909721447065,190.782735637575,7090.42624101143
682,3895542660843,190.798223341175,7089.91882211998
683,3890342130220,190.798082619168,7090.80651475495
684,3914240207245,190.777288771414,7090.4984345586
685,3900605553049,190.787923800971,7092.03409687776
686,3914561451834,190.780962901132,7088.45777482707
687,3903642392967,190.789068383571,7091.87680033496
688,3913732357221,190.783575308413,7089.93921141727
689,3922362374905,190.773538608003,7091.0765297401
690,3909056775585,190.783770950155,7090.89359292862
691,3905481994770,190.786422546145,7091.53240056322
692,3909766346922,190.786249772951,7092.29639339212
693,3908474341898,190.790329818,7090.96773751686
694,3902205218230,190.792637916877,7090.51908272733
695,3939536635909,190.754105251748,7090.49378167542
696,3890790506414,190.80530374351,7091.44140897679
697,3918142809572,190.775785881118,7089.9738158269
698,3902311661096,190.792075044896,7091.62020367363
699,3909441786900,190.781266493007,7091.98590177792
700,3890276011197,190.805293934904,7093.17103021244
701,3910487947414,190.787139377214,7091.98029468619
702,3919765874845,190.777638475899,7091.48641691608
703,3898805502499,190.795256760495,7090.32896803597
704,3900364411433,190.791033287411,7091.26150858611
705,3923565535216,190.771250274436,7089.72053165692
706,3898978229858,190.797040111447,7092.09141766982
707,3905825508387,190.784602351205,7091.84302496572
708,3930866578983,190.760741074759,7089.95449557576
709,3890960160845,190.808008450058,7090.66448738759
710,3899646832500,190.798083970778,7092.00165061891
711,3892775650605,190.797549356246,7093.00266465604
712,3916665783650,190.775910065371,7091.65429021692
713,3908161984196,190.790960495518,7092.69881962007
714,3897074605206,190.797780833025,7090.93843364399
715,3910814346786,190.782521389441,7090.75893353827
716,3924970214384,190.775335901127,7091.24967147815
717,3912422578270,190.781159531635,7093.21405519205
718,3892759375510,190.796798017018,7094.12445224977
719,3905749306299,190.786707817405,7090.02350134203
720,3894911474382,190.801463629811,7091.97192887494
721,3927427903874,190.768006886974,7091.22832025483
722,3878125905601,190.809373098351,7091.79774875411
723,3901173735628,190.79119037822,7090.17392986322
724,3897176990751,190.79965254117,7092.33113716337
725,3894781113512,190.799973348355,7092.34873603486
726,3903793421726,190.799189623054,7093.30428426817
727,3922488974754,190.771633322491,7089.8392779455
728,3917021232236,190.773670849083,7090.31650381438
729,3905939821966,190.79132089641,7092.0633307664
730,3886949700383,190.807300697511,7093.8392793148
731,3902490714867,190.797419428897,7092.54117036009
732,3904585830540,190.794119639973,7093.44784540173
733,3893636798182,190.801301154819,7092.00947196121
734,3909035253280,190.784766471828,7093.48576373029
735,3889652344457,190.807013875751,7091.93003150088
736,3898568262506,190.795093828615,7093.36665263723
737,3887546402005,190.807485784184,7092.67472567982
738,3885496994970,190.80990858887,7090.51708694762
739,3896509707507,190.796674858266,7092.80912928481
740,3908004168028,190.792744947804,7094.07321050853
741,3919714132633,190.773668617568,7089.86918373766
742,3935492091926,190.761690944667,7090.81943467512
743,3866436712226,190.829130292414,7094.58634306526
744,3883366515110,190.810787205259,7091.50113739585
745,3908522507257,190.786269518767,7093.11833212607
746,3903962796924,190.793297935897,7092.17026002132
747,3911691333614,190.783834315517,7090.53942445007
748,3887581842984,190.808932349445,7091.9096192802
749,3886554739317,190.807399120698,7092.7228493844
750,3901316302949,190.793983838245,7092.58923918864
751,3908861638957,190.783074006788,7092.79972308194
752,3928516080563,190.766822178819,7092.28437993104
753,3894955479036,190.801370696197,7092.52247381515
754,3897991062361,190.796450001841,7092.67303171548
755,3917629056290,190.780253264273,7090.86448305821
756,3904925285165,190.789248712294,7093.71528087131
757,3902543547259,190.793033797292,7093.75904023694
758,3902033471403,190.792094677466,7093.20326154596
759,3899685303180,190.795616763244,7091.67012121335
760,3898201734756,190.799470925613,7094.72221076782
761,3907182329196,190.789008044032,7092.4110343143
762,3902006033473,190.790807243992,7093.50410160459
763,3893871070194,190.806768458866,7093.17489863118
764,3911449268547,190.787470938941,7093.36908918369
765,3903179808307,190.790921709231,7093.22352668666
766,3901824054764,190.790928499543,7093.79553698207
767,3904955653536,190.79042993019,7092.7621277662
768,3936182120841,190.763679147271,7092.23526093068
769,3900450623655,190.793537000309,7091.66951544343
770,3918730800475,190.77597098457,7092.57890214696
771,3915025621373,190.778745344414,7091.68068079692
772,3894560628407,190.800590583856,7092.3745764901
773,3923011466182,190.776555696036,7092.61259839689
774,3922137672537,190.776636216754,7089.83785655348
775,3906854178370,190.792765568802,7093.36548412489
776,3918753721236,190.777481158229,7091.72016873063
777,3892642390725,190.804611746083,7093.26547073863
778,3877295143977,190.816465373171,7096.61266880935
779,3892071205613,190.803982088243,7093.10175337167
780,3902567528335,190.791194181636,7093.41581899825
781,3903902078481,190.795095375518,7093.43377738375
782,3919893341120,190.774997738222,7093.7599344214
783,3926635306153,190.774177389308,7093.79775852711
784,3912703859526,190.782708474265,7093.55755079181
785,3905943040245,190.793239996074,7091.83735308078
786,3921421993059,190.779514354536,7093.01926135131
787,3921340891397,190.777043298943,7092.92613401242
788,3885109544747,190.812181594734,7091.96694384915
789,3907505664314,190.788526296509,7095.29008695542
790,3921417031677,190.77879223242,7092.6416307806
791,3916388433558,190.783015893271,7093.09368031159
792,3891576546364,190.804764186392,7093.71107426163
793,3898932480203,190.796778550262,7092.39631498894
794,3884669622174,190.808917125737,7094.02800604651
795,3897964645023,190.801283058603,7095.48760779117
796,3885791193741,190.808081289353,7094.82367701315
797,3928827289166,190.769738790011,7095.47940620956
798,3897865296487,190.798514065269,7093.95289385078
799,3892966324839,190.796651784014,7095.51152151814
800,3893118043553,190.806332614344,7093.82265406145
801,3903500841911,190.796178721118,7093.66641941999
802,3876183159639,190.824211613554,7095.65415530821
803,3925368985448,190.774070151487,7094.12325326923
804,3882150356767,190.81650610374,7094.43683342231
805,3921104664716,190.777114773329,7092.34972753672
806,3894955578743,190.799597028763,7093.80119355512
807,3935536246154,190.759025430587,7093.06246254951
808,3922774205543,190.778011160133,7095.46355477368
809,3908284816047,190.785627091393,7094.48693860396
810,3919514209767,190.780159128615,7091.40795724552
811,3914584579808,190.782542693661,7092.52053942323
812,3914908445816,190.778826504222,7095.13343327547
813,3892719654182,190.806155309327,7095.99744405972
814,3904296411153,190.795401562732,7091.74950452397
815,3906241141948,190.790769453097,7093.7332422285
816,3894407848717,190.805248569376,7094.22865935319
817,3904313148748,190.792793248394,7093.26912549422
818,3892654282398,190.80197179335,7095.12027563824
819,3888792688460,190.80821159515,7094.90656785574
820,3902182250797,190.797903066503,7094.86522550829
821,3893687234307,190.803552374816,7093.264234263
822,3895085363993,190.804732191807,7092.63025142481
823,3878722128938,190.815997215453,7095.18504221109
824,3909110102142,190.783518049739,7093.18330020449
825,3894161180308,190.803021167111,7094.03815114605
826,3896245175894,190.798601942734,7093.33550463272
827,3915833409569,190.782716066921,7093.32241043487
828,3927545896445,190.771910600833,7093.40731514293
829,3904956020201,190.789991240921,7094.35069796652
830,3891620816944,190.80656494127,7094.19090471781
831,3889095915976,190.806211214252,7094.21954914678
832,3887023334540,190.81216051348,7095.96262035333
833,3898345082297,190.801076739587,7093.48834490427
834,3858084426219,190.839987482804,7093.73802329754
835,3907785435662,190.791048022853,7096.20242677364
836,3883457437995,190.814618621708,7093.7408835323
837,3907300126040,190.790196284847,7094.11032446197
838,3930684711109,190.771235380405,7091.59862009472
839,3896414961823,190.799126107763,7093.35949523722
840,3901225648612,190.792430382139,7094.67668253016
841,3901917671403,190.79698243168,7095.65478436226
842,3883959258443,190.813676390193,7094.819732229
843,3882249082160,190.815501709697,7095.04604827422
844,3896631308884,190.799453411407,7095.38391698744
845,3922068741245,190.778071480611,7094.45415264118
846,3883341321570,190.81148875206,7094.72637439156
847,3880507634305,190.81082148303,7094.44598629882
848,3910660090017,190.790800960331,7094.53358838693
849,3896855829948,190.80583781613,7096.28651237945
850,3909605520208,190.785584978939,7094.69815358242
851,3911454416063,190.792968575331,7093.66278588583
852,3898232795071,190.80068026793,7096.48284089268
853,3877419707809,190.814828641441,7095.55828660624
854,3899765209565,190.797764079433,7093.2712563752
855,3905358792719,190.793694315341,7092.95107536981
856,3898880710988,190.796207802028,7094.34064967661
857,3915890380840,190.784700640172,7093.46157535788
858,3904305180166,190.794177962514,7094.06558443309
859,3883888925864,190.813353400575,7096.60716539916
860,3891252509388,190.80612153511,7094.04589109067
861,3902674662000,190.795821800671,7094.55467570907
862,3918828741729,190.777470195758,7093.65318980282
863,3892754735574,190.801784238507,7095.84850912259
864,3881974449651,190.812391951124,7096.20794322334
865,3892719027081,190.808753508136,7094.42699277566
866,3895633806452,190.801934501823,7093.85520519071
867,3868525571944,190.829893206397,7095.35390813966
868,3891134929675,190.8068177417,7094.79068555664
869,3896657872631,190.803917924083,7096.68068204477
870,3918133483357,190.780600327126,7093.47338716067
871,3895963034934,190.79912351906,7095.37000005157
872,3895462354161,190.805244371412,7094.03589861195
873,3884702871862,190.818016848709,7096.80892843517
874,3916219420115,190.781976055046,7095.30653243887
875,3886820667155,190.809398479159,7096.99348590419
876,3912665077540,190.786761917811,7094.3480528032
877,3887337238609,190.808636656994,7095.68692538237
878,3896925411483,190.795640594858,7094.12517379974
879,3905721329521,190.794188261195,7094.93373538085
880,3877527045938,190.817342306308,7096.39570141883
881,3891638201149,190.808093704722,7096.56050001675
882,3877888824114,190.816676848793,7097.51058849202
883,3876963892618,190.81988602612,7096.53873372842
884,3887605542065,190.812875758924,7095.77025485518
885,3898289421159,190.799739502782,7093.90515453491
886,3895307167837,190.802156318651,7096.2045031603
887,3906269828284,190.791309347313,7094.6406883983
888,3901801858537,190.797042492973,7095.09460742874
889,3898762731665,190.799726101407,7096.04364621821
890,3885929124362,190.808443488696,7095.93667174009
891,3885808815251,190.811881291769,7094.85213220194
892,3885413647657,190.811335302273,7097.47623322058
893,3898577866956,190.802546958383,7095.76578597454
894,3906411942127,190.791491138783,7095.49778465899
895,3907217276372,190.791690230589,7096.03694122137
896,3919116852752,190.78393537284,7093.9906150396
897,3912973129729,190.789306204028,7094.62171620382
898,3887700117251,190.813001648952,7096.75512549952
899,3899354855819,190.803525248526,7094.63121262991
900,3922036581488,190.778715434134,7094.73825493425
901,3880056626262,190.819486543208,7096.48018546501
902,3890908655456,190.809461991515,7095.44481053531
903,3904948754208,190.795724278174,7096.49153611435
904,3903361065401,190.798270237674,7095.06069830861
905,3862057589366,190.831768035803,7096.04278946432
906,3907251083022,190.790754141135,7094.86947828182
907,3918882399026,190.778752828336,7095.65555440358
908,3900442559485,190.799524353772,7094.40616354862
909,3879014894022,190.821995655163,7094.9781532558
910,3904675070919,190.796000734467,7095.40464563672
911,3882269061142,190.819978848439,7096.21533886987
912,3911114144837,190.788461740364,7095.23603301055
913,3911260264458,190.78668314003,7095.83035559836
914,3869928346927,190.825575238126,7097.77401678739
915,3897264553493,190.800607776389,7095.8100596681
916,3926631711747,190.775608357351,7095.06643590229
917,3894863277884,190.806797052228,7096.7619197497
918,3897342469422,190.801660178047,7095.02793521418
919,3883861222752,190.811387041223,7095.31919372442
920,3899851984876,190.802107543705,7097.40121725651
921,3909386782060,190.791723251557,7096.81839046076
922,3902234166658,190.79806078545,7096.71925065472
923,3902938960727,190.798656565888,7095.99409189489
924,3881738103500,190.816572112324,7095.81026551202
925,3891045719986,190.810887387237,7095.60425348706
926,3886236428896,190.808382253949,7094.48470158334
927,3934116662780,190.765565742075,7094.9611666744
928,3910722546969,190.791810585389,7094.19000368797
929,3895910438738,190.804920847802,7096.66474057004
930,3884747563684,190.813278141443,7096.67157977865
931,3893231031372,190.806527697128,7095.59623416358
932,3893189328769,190.803491134138,7097.44465373843
933,3912306554393,190.788428379508,7096.36379180361
934,3910188572285,190.792559722043,7096.37925769319
935,3916798180231,190.782425222559,7095.52671826851
936,3877029087885,190.820400584462,7096.92442541703
937,3917528034850,190.779851061707,7092.94838385491
938,3890121249448,190.808920146389,7096.59734648996
939,3902792922237,190.796055329086,7095.78116018573
940,3895871994836,190.804513444236,7095.94035735981
941,3880998234732,190.821556329889,7096.06443669517
942,3904256741091,190.794706970628,7098.4136832865
943,3914166953101,190.785756921767,7095.43177812131
944,3890485659938,190.811152407559,7095.82063400704
945,3905347772907,190.794146349268,7095.47428107876
946,3903822658311,190.795644994944,7097.20997807509
947,3893902146469,190.80620939924,7096.38580738159
948,3876336379718,190.821422498063,7094.63946528583
949,3886608546354,190.811374045293,7094.90808614386
950,3905097487178,190.798300624532,7096.26927341313
951,3884872735153,190.818087801655,7096.7761729666
952,3889568411406,190.809960869799,7095.79393907484
953,3885955769553,190.818742514735,7098.28566319244
954,3885899026033,190.814575493163,7095.98349123294
955,3898333789179,190.803425358886,7096.67317906182
956,3894504668345,190.807083261144,7095.04775352554
957,3913313981001,190.784830309579,7095.32963749514
958,3903610755377,190.794737674265,7095.64348843948
959,3902162366013,190.792445002207,7095.89105674627
960,3896912686270,190.803817606975,7096.64420257179
961,3910483101691,190.78659053761,7096.85746253733
962,3907608386229,190.791720096037,7096.91999368633
963,3886268118722,190.815650952192,7097.72832775471
964,3910482280208,190.790386615303,7095.34249269084
965,3893671002925,190.810791421417,7096.94055607012
966,3898805522386,190.803610772329,7097.87247569715
967,3881719656007,190.822271140529,7095.82660255164
968,3897505220499,190.798365413439,7097.38630467472
969,3869557163612,190.826052085147,7096.10280481095
970,3906138415859,190.795859081993,7098.4257429238
971,3884989387244,190.817121297931,7098.81472502325
972,3875561063902,190.825910125223,7096.92281326093
973,3892519213367,190.809503737499,7096.87500875287
974,3911423901054,190.790863529219,7095.33795354738
975,3906893127033,190.792833336992,7096.9036618845
976,3881946536727,190.8179418044,7097.9528033224
977,3896114222333,190.81078185312,7096.21222901957
978,3903516793676,190.799808082788,7097.30699915096
979,3905728838048,190.797722411105,7094.89675464097
980,3917578778758,190.781363034797,7096.68079441114
981,3920026404816,190.777824660738,7095.39920587729
982,3904357675884,190.796304400151,7096.25446747291
983,3909205188821,190.794138747062,7097.39557820817
984,3895902990100,190.804407333752,7098.52009044002
985,3926934055461,190.775645270633,7095.37973348234
986,3906169867715,190.797215902442,7095.37879914779
987,3888286307384,190.814194733679,7095.26825277229
988,3908233963324,190.79355582336,7095.3744805578
989,3906027149343,190.794736136299,7095.30551036163
990,3906855328835,190.795560862099,7097.1357692849
991,3889203392409,190.812223604304,7096.38694955386
992,3894903427181,190.809314655286,7095.82091931456
993,3889142521735,190.813139720502,7097.46087609795
994,3887743789897,190.816013578645,7096.58108331318
995,3888575241751,190.808609157512,7098.34183469631
996,3863807318139,190.836659109532,7097.84436900648
997,3889320906190,190.812554542516,7097.21180709301
998,3887125240257,190.815642131935,7100.16714928945
999,3887077100092,190.815599238826,7097.70384111932
1000,3875214093314,190.822444622808,7098.3435436433
1001,3862414172586,190.834657336288,7099.4662588964
1002,3896359070064,190.80719298017,7097.13274645934
1003,3904725142389,190.802212642809,7099.17632494856
1004,3899485290359,190.800665949564,7096.37514082557
1005,3891027380275,190.812746061851,7095.9290972556
1006,3896821496270,190.803371550454,7099.51289644689
1007,3896294962640,190.805365480611,7095.34925332302
1008,3884277560308,190.819463093934,7097.66528514162
1009,3891371356438,190.810185778154,7096.8071305172
1010,3867174893311,190.836020366683,7098.45151170704
1011,3867883331800,190.832445735062,7098.22124912364
1012,3882640059178,190.818279687419,7098.44699536554
1013,3885914966240,190.81679146227,7097.76758307257
1014,3892231961347,190.810308117214,7097.84890478054
1015,3878585199665,190.821593027396,7099.58038743389
1016,3902022979981,190.795537091917,7097.39278690818
1017,3888485008107,190.810878146585,7097.55310682442
1018,3902910803010,190.80303457392,7096.00093612598
1019,3905738373233,190.796068180961,7097.36219418567
1020,3885169140621,190.814988874097,7098.56798981537
1021,3894752881253,190.809428947132,7097.25125989469
1022,3893863936416,190.809702924658,7096.76887667636
1023,3899246874859,190.801105742993,7095.11827452893
1024,3907714445398,190.798848233189,7099.47437299674
1025,3894849525552,190.80674957593,7097.49782595444
1026,3870848565975,190.829343120383,7099.26802261692
1027,3906454008535,190.800934232071,7098.14251583283
1028,3916885555272,190.788058576636,7096.88401479447
1029,3921544439575,190.778277529385,7096.93335505461
1030,3890003665715,190.81575777619,7096.67250328939
1031,3905659345320,190.796337384072,7095.72780214376
1032,3921051877979,190.779774813207,7099.53152204018
1033,3907728196783,190.792020661366,7095.35301323054
1034,3902225270331,190.800768605006,7098.65427207604
1035,3906180377830,190.791521095275,7096.25143888694
1036,3918163783255,190.786870932907,7096.8669384198
1037,3899644749713,190.801241051964,7096.89726051519
1038,3865879003293,190.836064132048,7099.70686651697
1039,3883128940350,190.819705484463,7098.96520389059
1040,3912462375223,190.791330523264,7096.64236078271
1041,3891258285907,190.815600132493,7097.12155542136
1042,3899483886562,190.803067311981,7097.19689957298
1043,3890765224287,190.811211796929,7098.09264960807
1044,3899319760278,190.800644605757,7097.38617031662
1045,3869708354419,190.833608773158,7097.88689356734
1046,3886726516597,190.812977072177,7097.79469014138
1047,3902732576358,190.800222079759,7098.58364124193
1048,3871621810484,190.829677659606,7098.65932132489
1049,3933527264047,190.767470716898,7096.33027848058
1050,3894555822502,190.807328103739,7098.76728520003
1051,3896150622860,190.806674500074,7097.56007556089
1052,3899775327053,190.805199506689,7099.54172751398
1053,3895638209004,190.805478089134,7097.82223246316
1054,3909739283463,190.791978830408,7097.17772817461
1055,3868780639905,190.831252913341,7099.50929496493
1056,3883388152761,190.820211384549,7096.74894857058
1057,3877908235608,190.824578679745,7098.70115393791
1058,3910298762212,190.789802890036,7097.44335105883
1059,3871387674328,190.831195857401,7097.46083410621
1060,3891120532687,190.811777510573,7097.67689901687
1061,3888291142660,190.815143776264,7096.64620833919
1062,3879876394277,190.820536847183,7097.85263645537
1063,3882431812567,190.821287516524,7098.80167248083
1064,3891912859044,190.809633895279,7098.34641813058
1065,3884277491762,190.820361957058,7098.89413337827
1066,3877051266126,190.823395220041,7099.35495903826
1067,3902982233586,190.796034140713,7097.56756094274
1068,3916192179784,190.786867616929,7097.06651383206
1069,3896251162676,190.804326870352,7099.6841480785
1070,3859222045495,190.842638520334,7099.21569397767
1071,3856168938348,190.843896711744,7099.89839784132
1072,3881636666216,190.820716664413,7098.18754686525
1073,3873376455388,190.830882796336,7099.54487080525
1074,3881871558996,190.823364017781,7100.16744077047
1075,3887765341364,190.815114768262,7099.45478408682
1076,3885893738621,190.818724232505,7098.00290692069
1077,3906135760060,190.7960136083,7098.76191061854
1078,3878227603259,190.823010358311,7098.12268093777
1079,3874965532653,190.833346808603,7098.59527142309
1080,3891517142411,190.810307800589,7097.26403323118
1081,3907444124883,190.795404622132,7098.38590884647
1082,3875423369196,190.827925975347,7100.8909224253
1083,3889520165320,190.817048592012,7099.07917222141
1084,3870751155092,190.832609020509,7097.6406730627
1085,3884269004270,190.814809986173,7097.03977666157
1086,3889377485365,190.815240054181,7097.40652492634
1087,3902778029755,190.799769492023,7099.14814950364
1088,3868006389678,190.83436087259,7098.56830785043
1089,3892347341106,190.812389407769,7099.22886238859
1090,3881620330195,190.821650048788,7098.00240708065
1091,3892959250355,190.807520013825,7095.53888541873
1092,3887886045329,190.813978172841,7097.26973772516
1093,3897101723395,190.804139196238,7099.17266394921
1094,3877109188805,190.826853700511,7099.37162192848
1095,3903254577900,190.803346859451,7097.42131652202
1096,3873216912765,190.828575020418,7098.60473774127
1097,3837593653594,190.866079221814,7101.4656299367
1098,3886782324637,190.815075147776,7098.85667894054
1099,3879031713856,190.823805807326,7099.82008433712
1100,3895615176557,190.810194595385,7098.94221490695
1101,3895842925255,190.807045912953,7098.47345515731
1102,3916410170252,190.791608759017,7097.92712281347
1103,3886410332407,190.815251928946,7098.58447364485
1104,3874714847654,190.82530361816,7097.11136020314
1105,3901635851526,190.801364195219,7098.5821978701
1106,3876712634305,190.825677780102,7099.74381831559
1107,3877663046268,190.826321252876,7098.04261805874
1108,3901209487033,190.805144759629,7099.40171616992
1109,3894687107400,190.81088503661,7099.48100990426
1110,3868911214915,190.831401318194,7099.34023325284
1111,3900923886154,190.798552383932,7098.2544518716
1112,3872514633837,190.82924871959,7098.8891712384
1113,3891994517626,190.814116833945,7098.66591280131
1114,3917321325329,190.786535448346,7096.22124135872
1115,3888658443283,190.815519521912,7098.81124435731
1116,3890360444166,190.811952973896,7097.75370506398
1117,3894260975348,190.813853149889,7099.35719740028
1118,3893608757726,190.810381473164,7098.34786974296
1119,3874599558672,190.828346394875,7099.47879323812
1120,3874656397303,190.82998186271,7101.41268936855
1121,3892385340141,190.8069691623,7099.30351240447
1122,3893789043468,190.807586461733,7099.02252758037
1123,3905040848980,190.798189682352,7099.62048367294
1124,3911362518088,190.789831056061,7099.01104715594
1125,3909848337483,190.795729765711,7096.12513906676
1126,3906101274410,190.802016445289,7098.2713729213
1127,3882704110952,190.820272270597,7098.54032338042
1128,3898828506665,190.804883761229,7098.18792869339
1129,3883604008731,190.81871548189,7098.67532622268
1130,3881672850942,190.82268933809,7099.55443149428
1131,3876004826623,190.829086230778,7100.21880935061
1132,3892011936964,190.815891572949,7098.11198666349
1133,3901262926662,190.803507486522,7097.27786845281
1134,3882517508188,190.819151913713,7099.47684488765
1135,3909372082874,190.79609467415,7098.55724362019
1136,3911044265504,190.795420094302,7097.77086571092
1137,3877571434085,190.824929815165,7100.3242680188
1138,3899591235742,190.806072955851,7100.26271733972
1139,3885277164649,190.817129311704,7098.28858017196
1140,3893104479218,190.810586665333,7097.55342024395
1141,3895985160503,190.807772156146,7100.07174707631
1142,3906133459083,190.798582947413,7098.8892970513
1143,3866449605551,190.836914838897,7101.05959749364
1144,3891713405939,190.81650649377,7098.82261629329
1145,3919874875894,190.783760433031,7097.12200350071
1146,3898325042645,190.805010267763,7099.35152736846
1147,3870743103054,190.835604935962,7098.45653963457
1148,3879069805020,190.823787666678,7100.38210300942
1149,3852451564727,190.853445705127,7099.09513936112
1150,3899504568994,190.804265328847,7098.23880701756
1151,3908713058776,190.796524942283,7098.82964764944
1152,3884361505420,190.820672714768,7099.26267535944
1153,3871454460984,190.836624908639,7098.83235773614
1154,3896012548819,190.809245433711,7098.60302069254
1155,3890480651426,190.815077467663,7099.10643722688
1156,3877847593210,190.827916442824,7100.05600567947
1157,3885396411952,190.81865773589,7098.99956619111
1158,3874744966621,190.830116864583,7100.92169365824
1159,3911364419010,190.794647377715,7098.16369391356
1160,3880698696176,190.823831553704,7099.88298451389
1161,3902953845944,190.800278051243,7099.30723583827
1162,3899333276908,190.807256110237,7097.91354231468
1163,3886440178016,190.819374206754,7098.18881413011
1164,3871407394805,190.832470403072,7099.72804984332
1165,3893536018635,190.808547329086,7096.79928851555
1166,3871458081887,190.83224817369,7102.48005618999
1167,3882643703734,190.819715433025,7097.58708814001
1168,3884367161917,190.820345252084,7099.51710415258
1169,3871196699327,190.830823746637,7100.04393281938
1170,3891089139955,190.812370250652,7099.05521858787
1171,3893048532340,190.808520247352,7098.80764853115
1172,3873318508260,190.834356671207,7100.68331475854
1173,3916690303943,190.788171122756,7100.15828942588
1174,3879653331731,190.825714319845,7098.86608141406
1175,3863883826557,190.840348571539,7100.76130250728
1176,3917732536131,190.788004707516,7097.80402252344
1177,3883091493215,190.823237478467,7099.53919847728
1178,3903135519906,190.801240148477,7099.93089565863
1179,3871109166862,190.831808547671,7100.79057740351
1180,3852619083532,190.854045816504,7099.67486342553
1181,3870967230043,190.834769532151,7100.38423979038
1182,3877772823997,190.829238789914,7100.21943812636
1183,3895082892323,190.809008303614,7098.38102436459
1184,3878408695844,190.826120661136,7100.22255648818
1185,3886511773065,190.819598987539,7099.67944639952
1186,3908014392029,190.799015518846,7097.02450035347
1187,3892069854557,190.812481503399,7098.60050729542
1188,3881238403640,190.826273393655,7101.46050870555
1189,3885470816326,190.815891256444,7100.02068098251
1190,3878726962749,190.824805513423,7098.98104736486
1191,3888936663539,190.815152092169,7100.93478918401
1192,3861312293191,190.843289381397,7100.20345575819
1193,3872900734360,190.831538747863,7098.25635490132
1194,3898298933107,190.803204037084,7100.06150082814
1195,3853878697149,190.850734936447,7101.28980974454
1196,3881681331444,190.826395110196,7100.6899036891
1197,3885502423899,190.817220741502,7098.38818395607
1198,3878947691428,190.821475363746,7102.32373461971
1199,3904613165943,190.796428431838,7099.81035738994
